,headline,current_price,clean_fee,service_fee,occupancy_fee,guest,bedroom,beds,baths,enhanced_clean,self_checkin,rating,review_number,rating_cleanliness,rating_accuracy,rating_communication,rating_location,rating_check_in,rating_value,cancel_policy,cancel_policy_code,location_approx,location_code,type,type_code,amenity_number,free_P_on_property,private_entrance,pets,kitchen,security_camera,co_alarm,scenic_number,host_join_year,host_review,identity_veified,superhost,response_rate,response_time,res_time_code,additional_language
10826,Duke Med✅Walk to Duke❤ Desk👍Remote Workers Wanted,88,58,0,32,3,1,2,1,1,1,4.56,9,4.8,4.9,4.3,4.4,4.9,4.2,5 days before check in,4,Durham,13,entire home,1,49,1,1,0,1,1,1,0,2019,406,1,0,100,within an hour,1,0
10827,Viagem Bright 2BR with Balcony in Downtown Durham,118,115,0,47,4,2,2,1,0,1,4.56,9,4.6,4.8,4.8,5,4.9,4.7,no free cancel,0,Durham,13,entire home,1,32,1,0,0,1,0,1,0,2020,2114,1,0,100,within an hour,1,0
10828,"*Lil' Bull Bungalow- walk to Duke, Downtown & Food",123,89,47,52,2,1,1,1,1,1,5,7,5,5,5,5,5,5,no free cancel,0,Durham,13,entire home,1,53,1,1,0,1,1,1,0,2021,23,1,0,100,within an hour,1,0
10829,Hyacinth House,175,99,63,69,8,3,4,2,1,1,4.91,169,5,5,5,4.9,5,4.8,1 day before check in,5,Durham,13,entire home,1,48,1,1,0,1,0,1,0,2017,226,1,1,100,within an hour,1,0
10830,✬InTown-No Stairs-Work-Recover-Cook-Perfect ✬,135,100,52,57,5,2,3,1,1,1,4.82,73,4.8,4.9,4.9,4.7,4.9,4.7,48 hours after booking,1,Durham,13,entire home,1,54,1,1,0,1,0,1,0,2014,246,1,1,100,within an hour,1,0
10831,Viagem | Durham | Ultimate 1BR with Gym & Pool,122,95,0,46,3,1,1,1,1,1,4.62,29,4.7,4.8,5,4.8,4.9,4.5,1 day before check in,5,Durham,13,entire home,1,36,1,0,0,1,0,1,0,2020,2114,1,0,100,within an hour,1,0
10832,100 Year-Old Historic Brick 2BR Loft ★ Fast Wifi & Apple TV ★ High Ceiling,190,76,64,70,6,2,2,2,1,1,4.84,100,4.8,5,4.9,4.9,4.8,4.8,48 hours after booking,1,Durham,13,entire home,1,43,0,1,0,1,1,1,0,2017,4486,1,0,100,within an hour,1,0
10833,Watts District Home-Duke Univ/Hosp-town walkable.,125,90,48,52,5,2,3,1,1,1,4.83,70,4.8,4.9,5,4.9,4.9,4.7,30 days before check in,2,Durham,13,entire home,1,58,1,1,1,1,1,1,0,2017,1137,1,1,100,within an hour,1,0
10834,Downtown Durham Nest @ Elizabeth,128,70,46,50,4,2,2,1,0,1,4.29,107,4.3,4.5,4.7,4.5,4.7,4.3,no free cancel,0,Durham,13,entire home,1,38,0,1,1,1,1,1,0,2015,708,1,0,98,within an hour,1,0
10835,Cozy Art Cabin among organic gardens near UNC/Duke,64,50,25,21,2,1,3,1,1,0,4.93,59,4.9,5,4.9,5,5,5,48 hours after booking,1,Durham,13,entire home,1,40,1,1,0,1,0,1,1,2013,168,1,1,100,within an hour,1,0
10836,★Poolside★Downtown★Warehouse★ District★,164,100,60,66,2,1,1,1,1,1,5,22,5,5,5,5,5,4.9,48 hours after booking,1,Durham,13,entire home,1,43,1,1,0,1,1,1,0,2020,152,1,1,100,within an hour,1,0
10837,Cozy 3BR Durham Nest @ Curtis,74,80,32,35,6,3,3,1,0,1,4.3,129,4.2,4.5,4.8,4.4,4.8,4.3,no free cancel,0,Durham,13,entire home,1,30,1,1,0,1,1,0,0,2015,708,1,0,98,within an hour,1,0
10838,Stylish Studio in downtown Chapel Hill,68,40,25,27,2,1,2,1,1,0,4.94,70,4.9,5,5,4.9,5,5,30 days before check in,2,Durham,13,entire home,1,26,0,1,0,1,0,0,0,2014,91,1,1,100,within an hour,1,0
10839,Historic 1891 Mill House 2 blocks from Downtown!,345,55,105,115,8,3,4,2,1,1,4.95,85,4.9,4.9,5,4.9,5,4.8,48 hours after booking,1,Durham,13,entire home,1,51,0,0,0,1,1,1,0,2014,243,1,1,100,within an hour,1,0
10840,Relaxed Studio close to Duke & Downtown Durham,89,40,31,34,2,1,1,1,1,1,4.83,30,5,4.9,4.9,4.9,4.9,4.8,48 hours after booking,1,Durham,13,entire home,1,24,0,0,0,0,0,1,0,2021,199,1,0,99,within an hour,1,0
10841,"Cute Studio in Durham, 5 min to Downtown",79,35,27,30,2,1,1,1,1,1,4.7,10,5,4.8,4.9,4.9,5,4.3,no free cancel,0,Durham,13,entire home,1,18,0,0,0,0,0,1,0,2021,199,1,0,99,within an hour,1,0
10842,Modern 1BR with Parking In Downtown Durham,118,95,0,45,2,1,1,1,1,1,4.17,6,4.7,4.7,4.2,4,4.2,4.5,1 day before check in,5,Durham,13,entire home,1,29,1,0,0,1,0,0,0,2020,2114,1,0,100,within an hour,1,0
10843,Viagem | Durham | Spacious 1BR with Patio,106,95,0,41,2,1,1,1,1,1,4.63,30,4.6,4.7,4.9,4.9,4.9,4.5,1 day before check in,5,Durham,13,entire home,1,34,1,0,0,1,0,1,0,2020,2114,1,0,100,within an hour,1,0
10844,Roomy Renovated Home near Duke Hospital,104,80,41,44,6,2,3,2,1,1,4.5,8,4.5,4.5,4.9,5,5,4.5,48 hours after booking,1,Durham,13,entire home,1,54,1,1,1,1,0,1,0,2017,190,1,1,100,within an hour,1,1
10845,Cozy Forest Cottage,90,60,34,29,2,1,1,1,1,1,5,148,5,5,5,5,5,5,1 day before check in,5,Durham,13,entire home,1,32,1,1,1,1,0,1,0,2014,148,1,1,100,within an hour,1,1
10846,Tranquil Bird's Nest- 5 Miles to Duke,158,100,59,64,6,3,4,2,1,1,4.93,69,4.9,4.9,4.9,5,5,4.8,48 hours after booking,1,Durham,13,entire home,1,36,1,1,1,1,0,1,0,2015,683,1,1,100,within an hour,1,0
10847,"Durham Bungalow - Walk to Downtown, 2mi to Duke",89,61.67,41.67,20.88,4,2,2,1,1,1,4.84,31,5,5,5,4.9,5,4.9,no free cancel,0,Durham,13,entire home,1,27,0,1,0,0,0,0,0,2015,31,1,1,100,within an hour,1,0
10848,*NEWLY RENNOVATED* - Industrial Inspired Bungalow,90,35,30,33,3,1,1,1,1,1,4.81,84,4.9,4.9,4.9,4.9,4.9,4.8,1 day before check in,5,Durham,13,entire home,1,14,1,0,0,1,0,1,0,2017,0,1,0,100,within an hour,1,0
10849,Between the Blues,175,100,64,69,4,2,2,2,1,0,5,9,4.9,5,5,5,5,5,1 day before check in,5,Durham,13,entire home,1,59,1,1,1,1,1,1,0,2020,9,1,0,100,within an hour,1,0
10850,"Private Hideaway in Chapel Hill, near UNC & Duke!",99,50,35,30,4,2,2,2,1,1,4.91,118,5,5,5,4.9,5,4.9,1 day before check in,5,Durham,13,entire home,1,32,1,1,0,0,0,1,0,2011,118,1,1,100,within an hour,1,0
10851,Luxurious Home With Antiques/Art - Private,89,100,39,43,4,2,2,1,1,1,4.71,172,4.7,4.7,4.9,4.8,4.9,4.8,30 days before check in,2,Durham,13,entire home,1,40,1,1,1,1,0,1,0,2020,0,0,0,99,,1,0
10852,100 Year-Old Historic Brick 2BR Loft ★ Fast Wifi & Apple TV ★ High Ceiling,190,76,64,70,6,2,2,1,1,1,4.72,109,4.7,4.9,4.9,4.9,4.7,4.7,48 hours after booking,1,Durham,13,entire home,1,43,0,1,0,1,1,1,0,2017,4486,1,0,100,within an hour,1,0
10853,Another Upscale Apartment Close to RTP and RDU!,104,100,43,47,6,2,3,2,1,1,5,13,4.9,5,5,5,5,4.8,5 days before check in,4,Durham,13,entire home,1,45,1,1,0,1,0,0,0,2018,170,1,1,100,within an hour,1,0
10854,Beautiful modern lakefront private holiday house,141,100,54,59,6,1,2,1,1,1,4.96,25,5,4.9,5,5,5,4.8,30 days before check in,2,Durham,13,entire home,1,33,1,1,1,1,0,1,0,2013,221,1,0,100,within an hour,1,0
10855,Duke / RTP Area Modern & Clean Durham Condo (Pool),80,85,35,38,4,1,2,1,1,1,4.86,36,4.9,4.9,5,4.9,4.8,4.8,48 hours after booking,1,Durham,13,entire home,1,35,1,1,0,1,0,1,0,2012,268,1,0,100,within an hour,1,1
10856,Cozy home 2mi from DPAC & Duke Hospital!,300,75,95,104,4,2,3,1,1,1,4.96,73,4.9,4.9,5,5,5,4.8,5 days before check in,4,Durham,13,entire home,1,43,1,1,1,1,0,1,0,2019,73,1,1,100,within an hour,1,0
10857,Cozy Durham Home●Full Kitchen●15min→Duke●BBQ●Deck,145,125,59,64,6,3,3,2,1,1,4.89,9,4.8,4.9,4.9,4.9,4.9,4.8,no free cancel,0,Durham,13,entire home,1,54,1,0,0,1,1,1,0,2017,2,1,0,100,within an hour,1,0
10858,Bright and airy Lil Rancher on a Hill,200,65,66,72,6,3,3,2,0,1,4.44,71,4.6,4.8,4.8,4,4.9,4.5,no free cancel,0,Durham,13,entire home,1,32,1,1,0,1,1,1,0,2013,741,1,0,100,within an hour,1,1
10859,COMPLETE COMFORT 4Br classic Ranch near DUKE,134,59,46,50,10,4,6,2,1,1,4.72,181,4.7,4.9,5,4.9,5,4.8,48 hours after booking,1,Durham,13,entire home,1,45,1,1,1,1,0,1,0,2016,453,1,1,100,within an hour,1,0
10860,✅Duke Med➕Walk 2 Duke🔸️Downtown 🔸️Space to Work,90,58,0,32,2,1,1,1,0,1,4.21,19,4.7,4.6,4.5,4.6,4.8,4.2,no free cancel,0,Durham,13,entire home,1,38,1,1,0,1,1,1,0,2019,406,1,0,100,within an hour,1,0
10861,Charming Durham Studio Steps Away from Duke,79,40,28,31,3,1,1,1,1,1,5,7,5,4.7,5,4.6,5,5,48 hours after booking,1,Durham,13,entire home,1,20,0,0,0,0,0,1,0,2021,199,1,0,99,within an hour,1,0
10862,LUXURY APARTMENT IN THE BULL CITY,185,150,73,80,4,2,3,2,1,0,5,10,5,4.9,4.9,5,4.8,4.9,30 days before check in,2,Durham,13,entire home,1,43,0,0,0,1,1,1,0,2021,10,1,1,100,within an hour,1,0
10863,Country place close to all Triangle locations,75,25,25,20,4,2,2,1,1,0,4.92,228,5,5,5,4.9,5,5,1 day before check in,5,Durham,13,entire home,1,36,1,1,0,0,0,1,0,2015,228,1,1,100,within an hour,1,0
10864,Family Style with 2 bedrooms. Shopping in minutes,95,50,34,37,2,2,2,2,0,1,4.42,12,4.3,4.8,4.9,4.9,5,4.6,no free cancel,0,Durham,13,entire home,1,53,1,1,0,1,1,1,0,2016,14,1,0,100,within a few hours,2,0
10865,Nice Townhouse near Duke University & med center.,135,75,49,53,5,2,3,2,0,1,4.82,51,4.7,4.8,5,4.9,5,4.7,no free cancel,0,Durham,13,entire home,1,48,1,1,0,1,0,0,0,2018,249,1,1,100,within an hour,1,0
10866,"Spacious Apt. in Grand Old Home, Downtown Durham",99,70,38,41,6,3,3,1,1,1,4.66,50,4.7,4.7,4.8,4.9,4.9,4.7,1 day before check in,5,Durham,13,entire home,1,45,1,1,1,0,0,1,0,2017,190,1,1,100,within an hour,1,1
10867,"The Boho Suite | Private Bed, Bath, & Living Room",75,9,22,24,2,1,1,1,1,1,4.88,487,5,5,4.9,4.9,5,4.9,5 days before check in,4,Durham,13,entire home,1,38,0,1,0,0,1,1,0,2017,1300,1,1,100,within an hour,1,1
10868,"Sun filled, cozy, close to everything, home.",176,40,55,60,6,2,2,1,1,0,4.97,44,4.8,4.9,4.9,4.9,4.9,4.8,1 day before check in,5,Durham,13,entire home,1,62,0,1,1,1,0,1,0,2014,0,1,0,100,within a day,3,1
10869,"NEW! Cozy Getaway, 2 Miles to Duke & Dtwn Durham!",154,129,62,67,4,2,2,2,1,0,4.8,5,4.8,5,4.8,4.4,5,4.6,48 hours after booking,1,Durham,13,entire home,1,28,1,1,1,1,0,1,0,2017,2922,1,0,100,within an hour,1,0
10870,Lakewood/Lyon Park Renovated Cottage Near Duke 23A,122,75,45,49,2,1,1,1,1,1,5,4,5,5,5,4.8,5,5,48 hours after booking,1,Durham,13,entire home,1,24,1,1,0,1,1,1,0,2013,741,1,0,100,within an hour,1,1
10871,The Modern Suite | Private Entrance to Bed & Bath,69,9,21,22,2,1,1,1,1,1,4.92,523,5,5,5,5,5,4.9,5 days before check in,4,Durham,13,entire home,1,38,0,1,0,0,1,1,0,2017,1300,1,1,100,within an hour,1,1
10872,FLAT 127 Durham City Center Condo,159,65,54,59,4,1,1,1,1,0,5,5,5,5,5,5,5,5,30 days before check in,2,Durham,13,entire home,1,50,1,1,1,1,0,0,0,2021,6,0,0,100,within an hour,1,0
10873,★Cozy Crib★ King Bed★ Long Term Stays ★ Duke ★,133,80,49,53,6,2,3,1,1,1,4.74,39,5,4.8,4.8,4.4,4.9,4.4,5 days before check in,4,Durham,13,entire home,1,36,1,1,1,1,1,0,0,2021,160,1,0,100,within a few hours,2,0
10874,"Cozy 1940s bungalow, pet-friendly",152,150,64,70,4,2,2,2,1,1,4.96,23,4.8,5,5,5,5,4.8,30 days before check in,2,Durham,13,entire home,1,64,0,1,1,1,1,1,1,2012,51,1,1,100,within an hour,1,0
10875,100 Year-Old Historic Brick 2BR Loft ★ Large Patio & Hammocks ★ High Ceiling,190,76,64,70,6,2,3,2,1,1,4.69,80,4.8,4.8,4.8,4.9,4.8,4.6,no free cancel,0,Durham,13,entire home,1,43,0,0,0,1,1,1,0,2017,4486,1,0,100,within an hour,1,0
10876,Cheerful 3 Bedroom Home,130,50,44,47,5,3,4,2,1,1,5,9,5,5,5,5,5,5,1 day before check in,5,Durham,13,entire home,1,43,1,0,1,1,1,0,0,2016,9,1,0,100,within an hour,1,0
10877,Walk to Duke Campus! 1 Bedroom in Trinity Park!,90,60,34,37,2,1,1,1,1,1,4.78,34,4.8,4.9,4.9,4.9,4.9,4.8,no free cancel,0,Durham,13,entire home,1,22,1,1,0,1,0,1,0,2015,37,1,1,100,within an hour,1,0
10878,❤️ Cozy 3 BD Home - Parking ✔️W/D✔️Smart TV!!!,122,125,52,57,6,3,3,2,1,1,4.59,81,4.7,4.8,4.9,4.5,4.8,4.6,30 days before check in,2,Durham,13,entire home,1,36,1,1,0,1,1,1,0,2016,82,1,0,100,within an hour,1,1
10879,Bright and cozy mother-in-law suite,60,28,21,23,3,1,1,1,1,0,4.93,103,4.9,5,5,5,5,4.9,1 day before check in,5,Durham,13,entire home,1,41,1,1,0,1,0,1,0,2015,103,1,1,100,within an hour,1,0
10880,Retreat w/Hot-tub and Full Body Massage Chair,195,99,69,77,6,3,3,2,1,1,4.92,60,4.9,5,5,4.9,5,4.8,48 hours after booking,1,Durham,13,entire home,1,30,1,1,1,1,0,0,0,2015,68,0,1,100,within an hour,1,0
10881,"Stay close to NCCU, downtown Durham, Duke Hospital",89,75,36,39,2,1,1,1,1,0,5,18,5,5,5,4.8,5,5,1 day before check in,5,Durham,13,entire home,1,34,0,1,0,1,1,1,0,2015,18,1,1,100,within an hour,1,0
10882,Great location 1BR suite in Durham,85,40,30,32,4,1,2,1,0,1,4.5,8,4.5,4.5,4.6,4.6,4.8,4.2,no free cancel,0,Durham,13,entire home,1,22,0,0,0,0,0,1,0,2021,199,1,0,99,within an hour,1,0
10883,Pleasant 1BR Suite,85,40,30,32,4,1,1,1,1,1,4.89,18,5,4.9,4.9,5,4.9,4.9,48 hours after booking,1,Durham,13,entire home,1,23,0,0,0,0,0,1,0,2021,199,1,0,99,within an hour,1,0
10884,Private suite in North Durham,75,50,28,31,4,1,2,1,1,1,4.77,103,4.9,4.9,4.9,4.9,5,4.8,no free cancel,0,Durham,13,entire home,1,32,1,1,0,0,0,1,0,2013,103,1,0,100,within a few hours,2,2
10885,Cozy Cabin w/ large screened-in deck near UNC/Duke,66,45,25,21,2,1,1,1,1,1,4.92,102,4.9,4.9,4.9,4.9,4.9,5,48 hours after booking,1,Durham,13,entire home,1,36,1,1,0,0,0,1,0,2013,168,1,1,100,within an hour,1,0
10886,Viagem Durham Bright 2BR Balcony and Parking,119,125,0,49,4,2,2,2,0,1,4.57,23,4.7,4.5,4.7,4.7,4.9,4.5,no free cancel,0,Durham,13,entire home,1,34,1,0,0,1,0,1,0,2020,2114,1,0,100,within an hour,1,0
10887,Studio 226,65,50,25,28,2,1,1,1,1,1,4.94,116,5,5,4.9,5,5,5,1 day before check in,5,Durham,13,entire home,1,26,1,1,0,1,0,1,0,2016,116,1,1,100,within a few hours,2,0
10888,Cozy Private Pet friendly Home near Duke RDU,69,95,33,36,5,2,4,1,1,1,4.44,117,4.5,4.7,4.9,4.3,5,4.6,5 days before check in,4,Durham,13,entire home,1,40,1,1,1,1,1,1,0,2017,484,1,0,97,within an hour,1,1
10889,1 BR King Suite Furnished Brand New,124,0,0,33,4,1,1,1,1,0,4.72,265,4.8,4.8,4.7,4.8,4.8,4.8,1 day before check in,5,Durham,13,room,2,28,1,1,1,1,1,0,0,2021,323,1,0,94,within an hour,1,0
10890,Full house to yourself on a quite side street,120,92.83,47.33,31.88,4,2,2,1,1,1,4.6,25,4.7,4.8,4.6,4.6,4.8,4.8,no free cancel,0,Durham,13,entire home,1,25,1,1,1,1,0,1,0,2020,36,0,1,100,within an hour,1,0
10891,Downtown Raleigh Flat | Pet Friendly,88,60,33,36,2,1,1,1,1,1,4.79,238,4.8,4.9,5,4.9,4.9,4.8,5 days before check in,4,Durham,13,entire home,1,45,1,1,1,1,0,1,0,2017,402,1,1,100,within an hour,1,0
10892,Pet-Friendly Private In-Law Apartment in the Oaks,89,30,29,32,4,1,2,1,1,1,5,22,5,5,5,5,5,5,5 days before check in,4,Durham,13,entire home,1,37,1,1,1,1,0,0,0,2015,22,1,1,100,within an hour,1,1
10893,Cozy 1BR with Pool in Downtown Durham,118,99.58,0,44.25,2,1,1,1,1,1,4.54,23,4.8,4.9,4.9,4.9,4.9,4.8,1 day before check in,5,Durham,13,entire home,1,30,1,0,0,1,0,1,0,2020,2114,1,0,100,within an hour,1,0
10894,WOW! Award winning Durham Farm,499,185,167,182,10,5,8,6,1,0,4.78,49,4.9,4.7,4.8,4.6,4.9,4.7,48 hours after booking,1,Durham,13,entire home,1,52,1,1,1,1,0,1,0,2015,121,1,1,99,,1,0
10895,Lovely Studio Across from Duke & Close to Downtown,89,40,31,34,2,1,1,1,1,1,4.75,4,4.5,4.8,5,5,5,4.8,48 hours after booking,1,Durham,13,entire home,1,24,0,0,0,0,0,1,0,2021,199,1,0,99,within an hour,1,0
10896,"Cozy & Thrifty - Blue room, near downtown",40,25,15,12,2,1,1,1,1,1,4.98,88,4.9,5,5,5,5,5,5 days before check in,4,Durham,13,room,2,25,1,0,0,0,0,1,0,2019,0,0,0,99,,1,0
10897,Luxury Condo in Heart of Downtown with Roof Lounge,116,45,39,43,7,1,1,2,1,0,4.86,123,4.8,4.9,5,5,5,4.9,5 days before check in,4,Durham,13,entire home,1,40,1,1,0,1,0,1,0,2018,123,1,1,100,within an hour,1,0
10898,*Downtown Durham Apt-A* Walk to food/Bulls Stadium,175,89,62,68,6,2,3,1,1,1,4.69,135,4.7,4.8,4.9,4.8,4.8,4.6,48 hours after booking,1,Durham,13,entire home,1,47,1,1,0,1,1,1,0,2018,996,1,0,100,within an hour,1,0
10899,Brand New Luxurious 1Bdrm 1Ba Condo. *Smart Home*,72,78.33,34,17.75,4,1,1,1,1,0,4.86,96,4.9,4.9,4.9,4.9,4.9,4.8,no free cancel,0,Durham,13,entire home,1,33,1,0,1,1,0,1,0,2019,0,1,0,100,within an hour,1,0
10900,Rivendell Suite Wooded Retreat,105,44.08,43.67,21.75,3,1,2,1,1,0,4.91,111,5,4.9,5,4.9,5,4.9,48 hours after booking,1,Durham,13,entire home,1,27,1,1,0,0,0,1,0,2018,464,1,1,100,within an hour,1,0
10901,Spectacular Corporate Apt. Close to RTP/RDU!,135,100,52,57,6,2,3,2,1,1,5,26,4.9,5,5,4.8,5,4.9,5 days before check in,4,Durham,13,entire home,1,45,1,1,0,1,0,0,1,2018,170,1,1,100,within an hour,1,0
10902,Beautiful ranch home minutes from Downtown Durham!,155,100,58,63,7,3,4,2,1,1,4.88,8,5,5,5,3.9,5,4.8,1 day before check in,5,Durham,13,entire home,1,40,1,0,0,1,0,1,0,2017,8,1,0,100,within a few hours,2,0
10903,Bright 1BR suite close to Downtown Durham,89,40,31,34,4,1,1,1,0,1,4.75,12,4.8,4.7,4.9,4.8,4.9,4.7,no free cancel,0,Durham,13,entire home,1,21,0,0,0,0,0,1,0,2021,199,1,0,99,within an hour,1,0
10904,Viagem Ready to Live In 2BR with Parking,118,115,0,47,4,2,2,1,0,1,3.85,13,4.1,4.1,4.6,4.5,4.5,3.9,no free cancel,0,Durham,13,entire home,1,29,1,0,0,1,0,1,0,2020,0,1,0,99,,1,0
10905,Hummingbird Retreat,94,30,31,26,2,1,3,1,1,1,4.97,212,5,5,5,4.9,5,4.9,30 days before check in,2,Durham,13,entire home,1,36,1,1,0,0,0,1,1,2017,212,1,1,100,within an hour,1,0
10906,Lakefront home. Apartment w/private entrance.,120,20,37,40,2,1,1,1,1,0,4.77,118,4.9,4.9,5,4.9,5,4.7,1 day before check in,5,Durham,13,entire home,1,43,1,1,1,1,0,0,1,2013,120,1,1,100,within an hour,1,0
10907,Little Brick Cottage,90,40,31,34,2,1,1,1,1,0,4.98,258,5,5,5,5,5,4.9,5 days before check in,4,Durham,13,entire home,1,34,0,1,0,0,0,1,0,2016,258,1,1,100,within an hour,1,0
10908,Vintage Haven- near Duke Univ & Hospital/Downtown,167,89,60,65,6,2,3,2,1,1,4.8,30,4.8,4.8,4.9,4.8,4.8,4.5,48 hours after booking,1,Durham,13,entire home,1,53,1,1,0,1,1,1,0,2021,30,1,1,100,within an hour,1,0
10909,❤ of RTP✫Pool✫Gym✫Self Check-in✫Netflix✫WIFI,172,150,70,76,6,3,3,2,1,1,4.73,15,4.8,4.9,4.8,4.7,4.6,4.5,1 day before check in,5,Durham,13,entire home,1,35,1,0,0,1,0,1,0,2014,162,1,1,100,within an hour,1,0
10910,"Bull City - Comfy, Modem Home near DTWN",93,85,38,42,6,3,4,1,1,1,4.51,67,4.7,4.8,5,4.5,4.8,4.6,1 day before check in,5,Durham,13,entire home,1,35,1,1,0,1,0,1,0,2017,322,1,0,100,within an hour,1,0
10911,Private suite in a Southern Gothic mansion,64,64.17,30.33,30.62,2,1,1,1,1,1,4.95,538,5,5,5,5,5,5,1 day before check in,5,Durham,13,entire home,1,28,0,1,0,0,0,1,0,2017,578,1,1,100,within an hour,1,0
10912,"Country setting, easy Durham access",110,15,33,36,4,1,2,1,1,0,5,18,4.9,5,5,5,5,5,5 days before check in,4,Durham,13,entire home,1,17,1,0,0,1,0,1,0,2015,18,1,0,99,,1,0
10913,The Botanical Suite- Private stay with breakfast,81,25,26,28,2,1,1,1,1,1,4.99,161,5,5,5,5,5,5,48 hours after booking,1,Durham,13,entire home,1,29,1,1,0,0,1,0,0,2012,279,1,1,100,within an hour,1,0
10914,Downtown Hideaway,62,40,23,25,3,1,1,1,0,1,4.81,21,4.7,4.9,4.9,4.9,4.9,4.9,no free cancel,0,Durham,13,entire home,1,32,1,1,0,1,0,1,0,2014,91,1,1,100,within an hour,1,0
10915,Viagem | Durham | Stylish 2BR With Patio,118,95,0,45,4,2,2,2,1,1,4.57,23,4.6,4.9,4.7,4.8,4.9,4.6,1 day before check in,5,Durham,13,entire home,1,34,1,0,0,1,0,1,0,2020,2114,1,0,100,within an hour,1,0
10916,"Cozy Bed & Bath, Near Downtown & Outdoor Trails",42,0,12,13,2,1,1,1,1,1,4.93,13,4.8,4.9,4.9,4.9,4.9,4.8,1 day before check in,5,Durham,13,room,2,57,1,0,1,1,0,1,0,2017,8,1,0,100,within an hour,1,0
10917,Stylish boho-chic bungalow retreat downtown Durham,167,72.08,66.33,56.88,3,3,3,2,1,1,4.94,18,4.9,4.8,5,4.8,5,4.7,no free cancel,0,Durham,13,entire home,1,29,1,0,0,1,1,1,0,2014,18,1,1,100,within an hour,1,0
10918,Walk to Duke Campus! 3 Bedroom in Trinity Park!,175,100,64,69,6,3,3,2,1,1,4.85,40,4.8,4.9,4.9,4.9,4.9,4.8,48 hours after booking,1,Durham,13,entire home,1,23,1,1,0,1,0,1,0,2015,37,1,1,100,within an hour,1,0
10919,Peaceful Country Retreat in west Chapel Hill,135,75,49,41,4,2,2,1,1,0,4.89,110,4.9,4.9,5,4.8,5,4.9,48 hours after booking,1,Durham,13,entire home,1,29,1,1,1,1,0,1,0,2018,464,1,1,100,within an hour,1,0
10920,Luxurious 2BR/2BA Ground Floor Apt. Near RTP & RDU,117,100,47,51,6,2,3,2,1,1,4.56,9,4.6,4.8,4.7,5,5,4.9,5 days before check in,4,Durham,13,entire home,1,58,0,1,0,1,0,0,1,2018,170,1,1,100,within an hour,1,0
10921,Stunning First-Floor Corporate Apartment near RTP!,140,100,54,59,6,2,3,2,1,1,4.97,62,4.9,5,5,5,5,4.9,5 days before check in,4,Durham,13,entire home,1,40,1,1,0,1,0,0,1,2018,170,1,1,100,within an hour,1,0
10922,♥ Stylish 3BR/2BA ♥ Quiet ♥ Prime Chapel Hill Zip,103,89,42,45,6,3,4,2,1,1,4.89,122,5,4.9,4.9,4.9,5,4.8,5 days before check in,4,Durham,13,entire home,1,44,1,1,0,1,1,1,0,2012,122,1,1,100,within an hour,1,0
10923,Guest cottage on 5 acres - 1/2 mile from campus,195,0,55,60,2,1,1,1,1,0,4.93,92,4.8,5,5,5,5,4.8,5 days before check in,4,Durham,13,entire home,1,39,1,1,1,1,0,0,0,2017,92,1,1,100,within a few hours,2,0
10924,100 Year-Old Historic Brick 2BR Loft ★ Fast Wifi & Apple TV ★ High Ceiling,190,76,64,70,6,2,3,2,1,1,4.71,52,4.6,4.8,4.9,4.9,4.9,4.7,48 hours after booking,1,Durham,13,entire home,1,43,0,1,0,1,1,1,0,2017,4486,1,0,100,within an hour,1,0
10925,Lakewood/Lyon Park Renovated Cottage Near Duke 26A,88,65,34,37,2,1,1,1,1,1,4.33,6,4.5,4.3,4.3,4,4.3,4,48 hours after booking,1,Durham,13,entire home,1,22,1,1,0,1,1,1,0,2013,741,1,0,100,within an hour,1,1
10926,The Artist's Garret at Fearrington,125,0,35,29,2,1,1,1,1,0,4.97,151,5,5,5,5,5,4.9,5 days before check in,4,Durham,13,entire home,1,33,1,1,0,1,0,1,0,2013,151,0,1,100,within a few hours,2,0
10927,⭑Pet Friendly⭑Modern 3BR Ranch⭑Close to all RTP⭑,262,125,92,100,6,3,3,2,1,1,4.91,53,4.9,4.9,5,4.9,5,4.8,48 hours after booking,1,Durham,13,entire home,1,38,1,1,1,1,1,1,0,2013,68,1,1,100,within an hour,1,0
10928,Lakewood/Lyon Park Renovated Cottage Near Duke 26B,75,65,30,33,2,1,1,1,1,1,4.54,74,4.8,4.9,4.9,4.9,4.9,4.8,48 hours after booking,1,Durham,13,entire home,1,22,1,1,0,1,1,1,0,2013,741,1,0,100,within an hour,1,1
10929,LUXURY without the COST!!,150,100,56,62,4,1,2,1,1,0,4.84,15,4.8,4.9,4.9,4.9,4.9,4.8,48 hours after booking,1,Durham,13,entire home,1,19,1,0,0,1,0,1,0,2017,18,1,1,80,within an hour,1,0
10930,Peaceful Convenient Getaway on a Quiet Lane,154,85,55,47,6,3,4,2,1,0,4.95,76,5,5,5,5,5,5,1 day before check in,5,Durham,13,entire home,1,21,1,1,0,1,0,1,0,2018,0,1,0,99,,1,0
10931,Cozy & Thrifty - Yellow Room (close to downtown),42,25,15,17,2,1,1,1,1,0,4.93,29,4.9,5,5,5,5,5,1 day before check in,5,Durham,13,room,2,23,0,0,0,0,0,1,0,2014,118,0,1,100,within an hour,1,1
